fecproc;dni;id;fecemi;infg;monto;infi;infj;cuota;saldo;infm;info;data2;data3;data4
20240130;103002797;3;20230808;2;540.36;REG;;361.58;64.62;0;0;0;19000101;
20240130;103002797;4;20230908;2;531.29;REG;;385.39;44.44;0;0;0;19000101;
20240130;103002797;5;20231009;2;518.52;REG;;410.73;22.93;0;0;0;19000101;
20240130;103001900;1;20220818;3;0;REG;;0;354.25;0;63.77;35.1;19000101;20220725
20240130;103001900;2;20220824;3;0;REG;;0;61.31;0;11.16;24;19000101;
20240130;103001900;3;20220825;3;0;REG;;0;12.47;0;70.61;24;19000101;
20240130;103001900;4;20220926;2;3902.82;REG;;2326.14;408.65;0;0;0;19000101;
20240130;103001900;5;20221025;2;3914.67;REG;;2453.04;301.11;0;0;0;19000101;
20240130;103001900;6;20221125;2;3878.73;REG;;2519.59;244.71;0;0;0;19000101;
20240130;103001900;7;20221226;2;3850.63;REG;;2613.51;165.12;0;0;0;19000101;
20240130;103001900;8;20230225;2;3690.85;REG;;2613.69;164.95;0;0;0;19000101;
20240130;103002289;1;20220926;2;1275.23;REG;;554.77;230.69;0;0;0;19000101;
20240130;103002289;2;20221025;2;1307.11;REG;;615.06;179.59;0;0;0;19000101;
20240130;103002289;3;20221125;2;1294.76;REG;;640.56;157.98;0;0;0;19000101;
20240130;103002289;4;20221226;2;1298.48;REG;;682.75;122.23;0;0;0;19000101;
20240130;103002289;5;20230125;2;1299.44;REG;;731.01;81.33;0;0;0;19000101;
20240130;103002289;6;20230225;2;1293.72;REG;;775.85;43.31;0;0;0;19000101;
20240130;103003068;1;20221207;3;0;REG;;3133;0;0;0;367;20221207;20221207
20240130;102009929;1;20230918;2;4061.84;REG;;0;3809.84;0;0;0;19000101;
20240130;103003068;2;20230207;2;1530.4;REG;;275.63;818.68;0;0;0;19000101;
20240130;102009929;2;20231018;2;1995.74;REG;;1154.81;377.81;0;0;0;19000101;
20240130;103003068;3;20230307;2;1944.55;REG;;845.46;343.95;0;0;0;19000101;
20240130;102009929;3;20231118;2;1954.5;REG;;1256.04;326.28;0;0;0;19000101;
20240130;103003068;4;20230407;2;1919.82;REG;;888.12;332.87;0;0;0;19000101;
20240130;102009929;4;20231218;2;1912.97;REG;;1392.74;247.69;0;0;0;19000101;
20240130;103003068;5;20230508;2;1924.57;REG;;979.92;281.42;0;0;0;19000101;
20240130;102009929;5;20240118;2;1859.72;REG;;1530.26;178.43;0;0;0;19000101;
20240130;103003068;6;20230607;2;1930.23;REG;;1089.98;217.21;0;0;0;19000101;
20240130;102009929;6;20240219;1;1827.56;REG;;1666.15;96.09;0;0;0;19000101;
20240130;103003068;7;20230707;2;1923.43;REG;;1200.18;156.15;0;0;0;19000101;
20240130;103003068;8;20230807;2;1906.09;REG;;1317.91;91.98;0;0;0;19000101;
20240130;103003068;9;20230907;2;383.01;REG;;269.8;15.63;0;0;0;19000101;
20240130;102008849;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008849;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102008849;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102008849;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102008849;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102008849;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;202000015;1;20231111;3;0;REG;;52.91;51.44;0;0;3.5;20231013;20231013
20240130;202000015;2;20231211;3;0;REG;;56.35;48;0;0;3.5;20231013;20231013
20240130;202000015;3;20240111;3;0;REG;;56.81;47.69;0;0;3.5;20231013;20231013
20240130;202000015;4;20240212;3;0;REG;;56.9;47.25;0;0;3.5;20231113;20231113
20240130;202000015;5;20240311;1;107.65;REG;;64.66;39.49;0;0;0;19000101;
20240130;202000015;6;20240411;0;107.65;REG;;62.57;41.58;0;0;0;19000101;
20240130;202000015;7;20240511;0;107.65;REG;;66.01;38.14;0;0;0;19000101;
20240130;202000015;8;20240611;0;107.65;REG;;66.98;37.17;0;0;0;19000101;
20240130;202000015;9;20240711;0;107.65;REG;;70.42;33.73;0;0;0;19000101;
20240130;202000015;10;20240812;0;107.65;REG;;70.63;33.52;0;0;0;19000101;
20240130;202000015;11;20240911;0;107.65;REG;;75.1;29.05;0;0;0;19000101;
20240130;202000015;12;20241011;0;107.65;REG;;77.59;26.56;0;0;0;19000101;
20240130;202000015;13;20241111;0;107.65;REG;;79.35;24.8;0;0;0;19000101;
20240130;202000015;14;20241211;0;107.65;REG;;82.8;21.35;0;0;0;19000101;
20240130;202000015;15;20250111;0;107.65;REG;;84.91;19.24;0;0;0;19000101;
20240130;202000015;16;20250211;0;107.65;REG;;87.83;16.32;0;0;0;19000101;
20240130;202000015;17;20250311;0;107.65;REG;;92.15;12;0;0;0;19000101;
20240130;202000015;18;20250411;0;107.65;REG;;94;10.15;0;0;0;19000101;
20240130;202000015;19;20250512;0;107.65;REG;;97.22;6.93;0;0;0;19000101;
20240130;202000015;20;20250611;0;111.79;REG;;104.81;3.48;0;0;0;19000101;
20240130;103002799;1;20230608;2;783.65;REG;;0;780.15;0;0;0;19000101;
20240130;103002799;2;20230708;2;550.66;REG;;342.3;80.96;0;0;0;19000101;
20240130;103002799;3;20230808;2;540.36;REG;;361.58;64.62;0;0;0;19000101;
20240130;103002799;4;20230908;2;531.29;REG;;385.39;44.44;0;0;0;19000101;
20240130;103002799;5;20231009;2;518.52;REG;;410.73;22.93;0;0;0;19000101;
20240130;102008480;1;20230323;2;367.65;REG;;0;354.15;0;0;0;19000101;
20240130;102008480;2;20230424;2;173.98;REG;;79.04;47.75;0;0;0;19000101;
20240130;102008480;3;20230523;2;173.03;REG;;87.03;39.76;0;0;0;19000101;
20240130;102008480;4;20230623;2;169.01;REG;;88.24;38.55;0;0;0;19000101;
20240130;102008480;5;20230723;2;167;REG;;93.46;33.33;0;0;0;19000101;
20240130;102008480;6;20230823;2;162.71;REG;;96.64;30.15;0;0;0;19000101;
20240130;102008480;7;20230923;2;159.64;REG;;101.11;25.68;0;0;0;19000101;
20240130;102008480;8;20231023;2;156.13;REG;;106.48;20.31;0;0;0;19000101;
20240130;102008480;9;20231123;2;151.17;REG;;110.7;16.09;0;0;0;19000101;
20240130;102008480;10;20231223;2;146.75;REG;;116.18;10.61;0;0;0;19000101;
20240130;102008480;11;20240123;2;141.48;REG;;121.12;5.6;0;0;0;19000101;
20240130;103001908;1;20220818;3;0;REG;;133.01;288.77;0;51.98;17.84;20220824;20220824
20240130;103001908;2;20220919;2;393.97;REG;;102.71;314.45;0;14.03;17;19000101;20220824
20240130;103001908;3;20221018;2;510.49;REG;;141.94;281.2;0;0;0;19000101;
20240130;103001908;4;20221118;2;498.79;REG;;124.42;296.05;0;0;0;19000101;
20240130;103001908;5;20221219;2;495.22;REG;;129.46;291.78;0;0;0;19000101;
20240130;103001908;6;20230118;2;501.06;REG;;145.83;277.91;0;0;0;19000101;
20240130;103001908;7;20230218;2;491.88;REG;;140.61;282.33;0;0;0;19000101;
20240130;103001908;8;20230318;2;506.22;REG;;178.49;250.23;0;0;0;19000101;
20240130;103001908;9;20230418;2;490.68;REG;;153.54;271.37;0;0;0;19000101;
20240130;103001908;10;20230518;2;493.21;REG;;170.06;257.37;0;0;0;19000101;
20240130;103001908;11;20230618;2;484.63;REG;;166.65;260.26;0;0;0;19000101;
20240130;103001908;12;20230718;2;485.67;REG;;183.26;246.19;0;0;0;19000101;
20240130;103001908;13;20230818;2;479.05;REG;;180.82;248.25;0;0;0;19000101;
20240130;103001908;14;20230918;2;475.32;REG;;188.15;242.04;0;0;0;19000101;
20240130;103001908;15;20231018;2;472.63;REG;;204.9;227.85;0;0;0;19000101;
20240130;103001908;16;20231118;2;465.68;REG;;204.08;228.54;0;0;0;19000101;
20240130;103001908;17;20231218;2;462.51;REG;;220.92;214.27;0;0;0;19000101;
20240130;103001908;18;20240118;2;469.74;REG;;235.67;213.95;0;0;0;19000101;
20240130;103001908;19;20240218;1;466.62;REG;;243.76;205.86;0;0;0;19000101;
20240130;103001908;20;20240318;0;466.62;REG;;265.08;184.54;0;0;0;19000101;
20240130;103001908;21;20240418;0;466.62;REG;;261.23;188.39;0;0;0;19000101;
20240130;103001908;22;20240518;0;466.62;REG;;276.09;173.53;0;0;0;19000101;
20240130;103001908;23;20240618;0;466.62;REG;;279.68;169.94;0;0;0;19000101;
20240130;103001908;24;20240718;0;466.62;REG;;294.54;155.08;0;0;0;19000101;
20240130;103001908;25;20240818;0;466.62;REG;;299.4;150.22;0;0;0;19000101;
20240130;103001908;26;20240918;0;466.62;REG;;309.68;139.94;0;0;0;19000101;
20240130;103001908;27;20241018;0;466.62;REG;;324.55;125.07;0;0;0;19000101;
20240130;103001908;28;20241118;0;466.62;REG;;331.46;118.16;0;0;0;19000101;
20240130;103001908;29;20241218;0;466.62;REG;;346.34;103.28;0;0;0;19000101;
20240130;103001908;30;20250118;0;466.62;REG;;354.73;94.89;0;0;0;19000101;
20240130;103001908;31;20250218;0;466.62;REG;;366.91;82.71;0;0;0;19000101;
20240130;103001908;32;20250318;0;466.62;REG;;386.4;63.22;0;0;0;19000101;
20240130;103001908;33;20250418;0;466.62;REG;;392.77;56.85;0;0;0;19000101;
20240130;103001908;34;20250518;0;466.62;REG;;407.68;41.94;0;0;0;19000101;
20240130;103001908;35;20250618;0;466.62;REG;;420.26;29.36;0;0;0;19000101;
20240130;103001908;36;20250718;0;466.36;REG;;434.92;14.44;0;0;0;19000101;
20240130;102009930;1;20230918;2;2899.81;REG;;0;2721.31;0;0;0;19000101;
20240130;102009930;2;20231018;2;1424.04;REG;;824.88;269.86;0;0;0;19000101;
20240130;102009930;3;20231118;2;1394.47;REG;;897.17;233.06;0;0;0;19000101;
20240130;102009930;4;20231218;2;1364.78;REG;;994.81;176.92;0;0;0;19000101;
20240130;102009930;5;20240118;2;1326.93;REG;;1093.03;127.45;0;0;0;19000101;
20240130;102009930;6;20240219;1;1303.9;REG;;1190.11;68.64;0;0;0;19000101;
20240130;102008850;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008850;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102008850;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102008850;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102008850;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102008850;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;103003079;1;20230109;2;2295.33;REG;;1068.33;289.66;0;0;0;19000101;
20240130;103003079;2;20230209;2;2318.14;REG;;1178.75;227.77;0;0;0;19000101;
20240130;103003079;3;20230309;2;2358.66;REG;;1319.27;143.65;0;0;0;19000101;
20240130;103003079;4;20230410;2;2354.03;REG;;1433.65;85.81;0;0;0;19000101;
20240130;102010338;1;20231111;2;1022.25;REG;;647.21;251.19;0;0;0;19000101;
20240130;102010338;2;20231211;2;991.55;REG;;691.56;207.94;0;0;0;19000101;
20240130;102010338;3;20240111;2;955.18;REG;;724.22;176.46;0;0;0;19000101;
20240130;102010338;4;20240212;1;931.05;REG;;761.36;140.55;0;0;0;19000101;
20240130;102010338;5;20240311;0;931.05;REG;;818.94;84.26;0;0;0;19000101;
20240130;102010338;6;20240411;0;930.99;REG;;856.71;47.82;0;0;0;19000101;
20240130;102009945;1;20230921;2;545.06;REG;;0;541.56;0;0;0;19000101;
20240130;102009945;2;20231021;2;630.65;REG;;487.33;53.97;0;0;0;19000101;
20240130;102009945;3;20231121;2;607.79;REG;;512.67;28.62;0;0;0;19000101;
20240130;103002800;1;20230608;2;783.65;REG;;0;780.15;0;0;0;19000101;
20240130;103002800;2;20230708;2;550.66;REG;;342.3;80.96;0;0;0;19000101;
20240130;103002800;3;20230808;2;540.36;REG;;361.58;64.62;0;0;0;19000101;
20240130;103002800;4;20230908;2;531.29;REG;;385.39;44.44;0;0;0;19000101;
20240130;103002800;5;20231009;2;518.52;REG;;410.73;22.93;0;0;0;19000101;
20240130;103002314;1;20220926;2;1497.46;REG;;769.96;322.61;0;0;0;19000101;
20240130;103002314;2;20221026;2;1487.59;REG;;804.51;288.06;0;0;0;19000101;
20240130;103002314;3;20221126;2;1470.77;REG;;820.67;271.9;0;0;0;19000101;
20240130;103002314;4;20221226;2;1457.57;REG;;855.14;237.43;0;0;0;19000101;
20240130;103002314;5;20230126;2;1437.98;REG;;874.64;217.93;0;0;0;19000101;
20240130;103002314;6;20230227;2;1419.61;REG;;896.59;195.98;0;0;0;19000101;
20240130;103002314;7;20230327;2;1409.31;REG;;947.48;145.09;0;0;0;19000101;
20240130;103002314;8;20230426;2;1385.78;REG;;966.47;126.1;0;0;0;19000101;
20240130;103002314;9;20230526;2;1363.56;REG;;996.58;95.99;0;0;0;19000101;
20240130;103002314;10;20230626;2;1338.48;REG;;1025.42;67.15;0;0;0;19000101;
20240130;103002314;11;20230726;2;1312.63;REG;;1059.54;33.01;0;0;0;19000101;
20240130;102008851;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008851;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102008851;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102008851;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102008851;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102008851;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;103003082;1;20221114;2;587.6;REG;;295.06;94.56;0;0;0;19000101;
20240130;103003082;2;20221214;2;582.64;REG;;311.67;77.95;0;0;0;19000101;
20240130;103003082;3;20230114;2;576;REG;;323.74;65.88;0;0;0;19000101;
20240130;103003082;4;20230214;2;571.63;REG;;339.05;50.57;0;0;0;19000101;
20240130;103003082;5;20230314;2;563.99;REG;;358.49;31.13;0;0;0;19000101;
20240130;103003082;6;20230414;2;553.32;REG;;371.99;17.59;0;0;0;19000101;
20240130;102009994;1;20230921;2;2910.2;REG;;0;2903.2;0;0;0;19000101;
20240130;102009994;2;20231021;2;1347.78;REG;;927.06;312.72;0;0;0;19000101;
20240130;102009994;3;20231121;2;1318.18;REG;;948.01;291.77;0;0;0;19000101;
20240130;102009994;4;20231221;2;1289.58;REG;;988.78;251;0;0;0;19000101;
20240130;102009994;5;20240122;2;1255.5;REG;;1006.51;233.27;0;0;0;19000101;
20240130;102009994;6;20240221;1;1246.78;REG;;1054.46;185.32;0;0;0;19000101;
20240130;102009994;7;20240321;0;1246.78;REG;;1094.27;145.51;0;0;0;19000101;
20240130;102009994;8;20240422;0;1246.78;REG;;1117.42;122.36;0;0;0;19000101;
20240130;102009994;9;20240521;0;1246.78;REG;;1164.61;75.17;0;0;0;19000101;
20240130;102009994;10;20240621;0;1246.68;REG;;1198.88;40.8;0;0;0;19000101;
20240130;102009093;1;20230623;2;2232.55;REG;;0;2220.8;0;0;0;19000101;
20240130;102009093;2;20230724;2;2346.59;REG;;1801.09;248.7;0;0;0;19000101;
20240130;102009093;3;20230823;2;2309.56;REG;;1854.82;194.97;0;0;0;19000101;
20240130;102009093;4;20230923;2;2265.36;REG;;1896.8;152.99;0;0;0;19000101;
20240130;102009093;5;20231023;2;2222.91;REG;;1949.83;99.96;0;0;0;19000101;
20240130;102009093;6;20231123;2;2175.06;REG;;1997.46;52.29;0;0;0;19000101;
20240130;103001923;1;20220820;3;0;REG;;1421.11;482.53;0;86.86;13.5;20220811;20220811
20240130;103001923;2;20220920;3;0;REG;;0;392.89;0;73.14;18;19000101;20220922
20240130;103001923;3;20220922;3;0;REG;;0;21.08;0;3.88;13.5;19000101;20220922
20240130;103001923;4;20221121;2;1038.99;REG;;965.27;806.16;0;0;648.83;19000101;20231221
20240130;103001923;5;20221221;2;1623.98;REG;;1511.98;342.85;0;0;934.25;19000101;20231221
20240130;103001923;6;20230121;2;1711.39;REG;;1593.79;273.52;0;0;901.96;19000101;20231221
20240130;103001923;7;20230221;2;1819.02;REG;;1694.62;188.07;0;0;870.19;19000101;20231221
20240130;103001923;8;20230321;2;1945.63;REG;;1813.23;87.58;0;0;845.26;19000101;20231221
20240130;102010340;1;20231111;3;0;REG;;649.98;251.19;0;0;18.5;20231109;20231109
20240130;102010340;2;20231211;3;0;REG;;693.38;207.79;0;0;18.5;20231120;20231120
20240130;102010340;3;20240111;3;0;REG;;724.96;176.21;0;0;18.5;20231120;20231120
20240130;102010340;4;20240212;1;919.67;REG;;760.93;140.24;0;0;0;19000101;
20240130;102010340;5;20240311;0;919.67;REG;;817.16;84.01;0;0;0;19000101;
20240130;102010340;6;20240411;0;919.74;REG;;853.59;47.65;0;0;0;19000101;
20240130;102008862;1;20230505;2;978.39;REG;;0;974.89;0;0;0;19000101;
20240130;102008862;2;20230605;2;843.9;REG;;553.18;119.67;0;0;0;19000101;
20240130;102008862;3;20230705;2;829.26;REG;;578.45;94.4;0;0;0;19000101;
20240130;102008862;4;20230805;2;811.85;REG;;598.32;74.53;0;0;0;19000101;
20240130;102008862;5;20230905;2;792.53;REG;;622.19;50.66;0;0;0;19000101;
20240130;102008862;6;20231005;2;772.29;REG;;647.86;24.99;0;0;0;19000101;
20240130;103002324;1;20220927;2;299.76;REG;;658.21;216.75;0;0;17;19000101;20220827
20240130;103002324;2;20221027;2;1255.36;REG;;688.32;186.64;0;0;0;19000101;
20240130;103002324;3;20221128;2;1234.36;REG;;701.33;173.63;0;0;0;19000101;
20240130;103002324;4;20221227;2;1231.11;REG;;741.56;133.4;0;0;0;19000101;
20240130;103002324;5;20230127;2;1212.12;REG;;758.98;115.98;0;0;0;19000101;
20240130;103002324;6;20230227;2;1195.26;REG;;786.4;88.56;0;0;0;19000101;
20240130;103002324;7;20230327;2;1182.43;REG;;820.72;54.24;0;0;0;19000101;
20240130;103002324;8;20230427;2;1161.65;REG;;844.48;30.51;0;0;0;19000101;
20240130;102009501;1;20230810;2;2277.41;REG;;0;2133.91;0;0;0;19000101;
20240130;102009501;2;20230911;2;1177.49;REG;;643.89;230.69;0;0;0;19000101;
20240130;102009501;3;20231010;2;1171.47;REG;;732.21;174.94;0;0;0;19000101;
20240130;102009501;4;20231110;2;1145.83;REG;;791.43;146.47;0;0;0;19000101;
20240130;102009501;5;20231211;2;1117.69;REG;;871.26;102.29;0;0;0;19000101;
20240130;102009501;6;20240110;2;1084.03;REG;;961.21;51.88;0;0;0;19000101;
20240130;102010341;1;20231111;2;1122.52;REG;;719.12;279.1;0;0;0;19000101;
20240130;102010341;2;20231211;2;1089.22;REG;;768.39;231.05;0;0;0;19000101;
20240130;102010341;3;20240111;2;1048.51;REG;;804.68;196.07;0;0;0;19000101;
20240130;102010341;4;20240212;1;1021.72;REG;;845.95;156.17;0;0;0;19000101;
20240130;102010341;5;20240311;0;1021.72;REG;;909.93;93.62;0;0;0;19000101;
20240130;102010341;6;20240411;0;1021.69;REG;;951.93;53.14;0;0;0;19000101;
20240130;102009998;1;20230921;2;2984.75;REG;;0;2676.75;0;0;0;19000101;
20240130;102009998;2;20231021;2;909.76;REG;;287.35;283.1;0;0;0;19000101;
20240130;102009998;3;20231121;2;900.85;REG;;297.6;282.91;0;0;0;19000101;
20240130;102009998;4;20231221;2;892.45;REG;;327.08;263.84;0;0;0;19000101;
20240130;102009998;5;20240122;2;881.33;REG;;332.13;270.24;0;0;0;19000101;
20240130;102009998;6;20240221;1;878.45;REG;;371.86;242.14;0;0;0;19000101;
20240130;102009998;7;20240321;0;878.45;REG;;404.89;222.12;0;0;0;19000101;
20240130;102009998;8;20240422;0;878.45;REG;;409.92;231.26;0;0;0;19000101;
20240130;102009998;9;20240521;0;878.45;REG;;459.33;196.2;0;0;0;19000101;
20240130;102009998;10;20240621;0;878.45;REG;;477.28;194.33;0;0;0;19000101;
20240130;102009998;11;20240722;0;878.45;REG;;510.22;178.09;0;0;0;19000101;
20240130;102009998;12;20240821;0;878.45;REG;;550.72;155.45;0;0;0;19000101;
20240130;102009998;13;20240921;0;878.45;REG;;583.46;141.98;0;0;0;19000101;
20240130;102009998;14;20241021;0;878.45;REG;;627.74;118.12;0;0;0;19000101;
20240130;102009998;15;20241121;0;878.45;REG;;667.08;100.76;0;0;0;19000101;
20240130;102009998;16;20241221;0;878.45;REG;;715.69;75.49;0;0;0;19000101;
20240130;102009998;17;20250121;0;878.45;REG;;762.54;53.69;0;0;0;19000101;
20240130;102009998;18;20250221;0;878.38;REG;;815.11;27.74;0;0;0;19000101;
20240130;102009095;1;20230602;2;1237.11;REG;;0;1223.61;0;0;0;19000101;
20240130;102009095;2;20230703;2;991.9;REG;;659.93;142.81;0;0;0;19000101;
20240130;102009095;3;20230802;2;974.23;REG;;690.08;112.66;0;0;0;19000101;
20240130;102009095;4;20230902;2;951.46;REG;;713.78;88.96;0;0;0;19000101;
20240130;102009095;5;20231002;2;929.04;REG;;744.24;58.5;0;0;0;19000101;
20240130;102009095;6;20231102;2;902.6;REG;;771.97;30.8;0;0;0;19000101;
20240130;103001928;1;20221212;2;465.69;REG;;0;553.41;0;15.78;3.5;19000101;20220723
20240130;103001928;2;20230111;2;691.56;REG;;353.98;103.68;0;0;0;19000101;
20240130;103001928;3;20230211;2;686.44;REG;;372.18;88.25;0;0;0;19000101;
20240130;103001928;4;20230311;2;690;REG;;403.71;61.53;0;0;0;19000101;
20240130;103001928;5;20230411;2;680.4;REG;;421.27;46.65;0;0;0;19000101;
20240130;103001928;6;20230511;2;676.47;REG;;448.86;23.27;0;0;0;19000101;
20240130;102009503;1;20230810;2;4280.57;REG;;0;4001.07;0;0;0;19000101;
20240130;102009503;2;20230911;2;2218.39;REG;;1207.29;432.54;0;0;0;19000101;
20240130;102009503;3;20231010;2;2208.07;REG;;1372.89;328.02;0;0;0;19000101;
20240130;102009503;4;20231110;2;2158.36;REG;;1483.94;274.63;0;0;0;19000101;
20240130;102009503;5;20231211;2;2105.67;REG;;1633.62;191.79;0;0;0;19000101;
20240130;102009503;6;20240110;2;2042.81;REG;;1802.26;97.27;0;0;0;19000101;
20240130;102008863;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008863;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102008863;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102008863;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102008863;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102008863;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;102010342;1;20231111;2;1020.87;REG;;649.98;251.19;0;0;0;19000101;
20240130;102010342;2;20231211;2;990.67;REG;;693.38;207.79;0;0;0;19000101;
20240130;102008543;1;20230323;2;1094.5;REG;;4.03;1086.93;0;0;0;19000101;
20240130;102010342;3;20240111;2;953.8;REG;;724.96;176.21;0;0;0;19000101;
20240130;102010342;4;20240212;1;929.67;REG;;760.93;140.24;0;0;0;19000101;
20240130;102010342;5;20240311;0;929.67;REG;;817.16;84.01;0;0;0;19000101;
20240130;102010342;6;20240411;0;929.74;REG;;853.59;47.65;0;0;0;19000101;
20240130;102008543;2;20230424;2;1347.39;REG;;934.4;156.56;0;0;0;19000101;
20240130;102008543;3;20230523;2;1331.38;REG;;975.78;115.18;0;0;0;19000101;
20240130;102008543;4;20230623;2;1306.66;REG;;997.33;93.63;0;0;0;19000101;
20240130;102008543;5;20230723;2;1283.61;REG;;1029.66;61.3;0;0;0;19000101;
20240130;102008543;6;20230823;2;1257.68;REG;;1058.8;32.13;0;0;0;19000101;
20240130;102009096;1;20230623;2;3523.83;REG;;0;3492.58;0;0;0;19000101;
20240130;102009096;2;20230724;2;2141.35;REG;;1528.94;400.6;0;0;0;19000101;
20240130;102009096;3;20230823;2;2117.62;REG;;1570.89;358.65;0;0;0;19000101;
20240130;102009096;4;20230923;2;2088.5;REG;;1589.52;340.02;0;0;0;19000101;
20240130;102009096;5;20231023;2;2061.77;REG;;1630.64;298.9;0;0;0;19000101;
20240130;102009096;6;20231123;2;2030.83;REG;;1652.44;277.1;0;0;0;19000101;
20240130;102009096;7;20231223;2;2001.07;REG;;1692.71;236.83;0;0;0;19000101;
20240130;102009096;8;20240123;2;1968.28;REG;;1717.81;211.73;0;0;0;19000101;
20240130;102009096;9;20240223;1;1960.79;REG;;1751.38;178.16;0;0;0;19000101;
20240130;102009096;10;20240323;0;1960.79;REG;;1794.98;134.56;0;0;0;19000101;
20240130;102009096;11;20240423;0;1960.79;REG;;1820.68;108.86;0;0;0;19000101;
20240130;102009096;12;20240523;0;1960.79;REG;;1858.65;70.89;0;0;0;19000101;
20240130;102009096;13;20240624;0;1960.77;REG;;1891.36;38.16;0;0;0;19000101;
20240130;105001740;1;20230922;3;0;REG;;0;2461.37;0;443.05;171;20231025;20231025
20240130;103001937;1;20220824;2;7512.86;REG;;5759.65;478.09;0;0;0;19000101;20220723
20240130;105001740;2;20231023;2;1282.66;REG;;732.76;251.19;0;0;0;19000101;
20240130;103001937;2;20220924;2;7474.85;REG;;5864.82;388.97;0;0;0;19000101;
20240130;105001740;3;20231122;2;1262.23;REG;;814.88;203.33;0;0;0;19000101;
20240130;103001937;3;20221024;2;7436.18;REG;;5965.84;303.36;0;0;0;19000101;
20240130;105001740;4;20231222;2;1232.71;REG;;895.3;159.35;0;0;0;19000101;
20240130;103001937;4;20221124;2;7384.86;REG;;6044.38;236.8;0;0;0;19000101;
20240130;105001740;5;20240122;2;1198.01;REG;;983.84;114.83;0;0;0;19000101;
20240130;103001937;5;20221226;2;7334.24;REG;;6130.02;164.22;0;0;0;19000101;
20240130;105001740;6;20240222;1;1184.19;REG;;1073.22;59.91;0;0;0;19000101;
20240130;103001937;6;20230124;2;7291.76;REG;;6235.29;75;0;0;0;19000101;
20240130;102008864;1;20230408;2;763.17;REG;;0;759.67;0;0;0;19000101;
20240130;102008864;2;20230508;2;733.45;REG;;461.65;102.55;0;0;0;19000101;
20240130;102008864;3;20230608;2;718.97;REG;;477.74;86.46;0;0;0;19000101;
20240130;102008864;4;20230708;2;705.99;REG;;500.18;64.02;0;0;0;19000101;
20240130;102008864;5;20230808;2;690.37;REG;;519.22;44.98;0;0;0;19000101;
20240130;102008864;6;20230908;2;672.81;REG;;541.21;22.96;0;0;0;19000101;
20240130;102009504;1;20230810;2;571.98;REG;;0;533.48;0;0;0;19000101;
20240130;102009504;2;20230911;2;296.68;REG;;160.98;57.67;0;0;0;19000101;
20240130;102009504;3;20231010;2;295.5;REG;;183.05;43.74;0;0;0;19000101;
20240130;102009504;4;20231110;2;289.29;REG;;197.86;36.62;0;0;0;19000101;
20240130;102009504;5;20231211;2;281.93;REG;;217.83;25.57;0;0;0;19000101;
20240130;102009504;6;20240110;2;273.56;REG;;240.28;12.97;0;0;0;19000101;
20240130;102010343;1;20231111;2;1140.52;REG;;719.12;279.1;0;0;0;19000101;
20240130;102010343;2;20231211;2;1107.22;REG;;768.39;231.05;0;0;0;19000101;
20240130;102010343;3;20240111;2;1066.51;REG;;804.68;196.07;0;0;0;19000101;
20240130;102010343;4;20240212;1;1039.72;REG;;845.95;156.17;0;0;0;19000101;
20240130;102010343;5;20240311;0;1039.72;REG;;909.93;93.62;0;0;0;19000101;
20240130;102010343;6;20240411;0;1039.69;REG;;951.93;53.14;0;0;0;19000101;
20240130;102008544;1;20230322;2;1551.11;REG;;0;1544.11;0;0;0;19000101;
20240130;102008544;2;20230422;2;1201.13;REG;;811.07;221.7;0;0;0;19000101;
20240130;102008544;3;20230522;2;1189.07;REG;;835.7;197.07;0;0;0;19000101;
